iter	simplex_id	ef_attempted	ef_ok	solver_status	termination_condition	ef_time_sec	K_ef	ef_obj	true_obj	ub_updated	UB_incumbent	ms_issue_count	ms_issue_scenarios	ms_issue_reasons	ms_issue_details	dual_bound_fail_count	dual_bound_fail_details	ms_cached_count	ms_cached_scenarios	cs_cached_count	cs_cached_scenarios	lb_simp_LB_sur	lb_simp_LB_linear	lb_simp_c_total_finite	lb_simp_c_total_all	lb_simp_ms_total	lb_simp_min_fverts_sum	lb_simp_lb_case	LB_global_end_sum	UB_global_end_sum	ms_lb_gt_primal_count	cs_lb_gt_primal_count
63	(19, 49, 52, 70)	True	True	ok	optimal	0.481	(-9.812503141651009, -99.98503355371493, 0.8491852633729686)	0.9841997316297116	4.920998731317193	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920175	4.916521	4.920175	4.920175	-0.004555	4.921076	all_ms_finite	4.920080	4.920839	0	0
64	(0, 16, 17, 48)	True	True	ok	optimal	0.161	(-9.932893259953747, -99.99996753548142, 0.8140350313109396)	0.9841778596195829	4.920889398716124	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920194	-1.189804	4.920194	4.920194	-6.116988	4.927184	all_ms_finite	4.920080	4.920839	0	0
65	(0, 17, 48, 72)	True	True	ok	optimal	0.260	(-9.932899805512337, -99.99996771611303, 0.8140330801192599)	0.9841778585429719	4.920889393368231	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920100	3.413416	4.920100	4.920100	-1.513768	4.927184	all_ms_finite	4.920003	4.920839	0	0
66	(0, 48, 72, 73)	True	True	ok	optimal	0.269	(-9.932892198123762, -99.99996750602999, 0.8140330554294752)	0.9841778597944729	4.920889399627227	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920003	4.371575	4.920003	4.920003	-0.555608	4.927184	all_ms_finite	4.920005	4.920839	0	0
67	(48, 72, 73, 74)	True	True	ok	optimal	0.260	(-9.932893777569044, -99.99996754953102, 0.8140331411329969)	0.9841778595346388	4.920889398321599	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920005	4.705491	4.920005	4.920005	-0.221693	4.927184	all_ms_finite	4.920002	4.920839	0	0
68	(48, 72, 73, 75)	True	True	ok	optimal	0.254	(-9.932892888043192, -99.9999675249443, 0.8140333581107568)	0.9841778596809545	4.920889399053282	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920002	4.820235	4.920002	4.920002	-0.106949	4.927184	all_ms_finite	4.920009	4.920839	0	0
69	(48, 72, 75, 76)	True	True	ok	optimal	0.256	(-9.932893328417421, -99.99996753710371, 0.8140333599635641)	0.984177859608507	4.920889398674696	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920009	4.858070	4.920009	4.920009	-0.069114	4.927184	all_ms_finite	4.920003	4.920839	0	0
70	(48, 72, 76, 77)	True	True	ok	optimal	0.256	(-9.932892912125103, -99.9999675256121, 0.8140339646615311)	0.9841778596769256	4.920889399041336	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920003	4.896160	4.920003	4.920003	-0.031023	4.927184	all_ms_finite	4.920003	4.920839	0	0
71	(48, 72, 77, 78)	True	True	ok	optimal	0.261	(-9.932892548050757, -99.9999675155559, 0.8140339635809933)	0.9841778597368187	4.920889399347887	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920003	4.907528	4.920003	4.920003	-0.019655	4.927184	all_ms_finite	4.920028	4.920839	0	0
72	(48, 72, 78, 79)	True	True	ok	optimal	0.259	(-9.932893062707683, -99.9999675298277, 0.8140368958435932)	0.9841778596518334	4.920889398917511	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920028	4.914942	4.920028	4.920028	-0.008420	4.923362	all_ms_finite	4.920002	4.920839	0	0
73	(48, 72, 79, 80)	True	True	ok	optimal	0.259	(-9.932892279005445, -99.99996750818465, 0.814036893307049)	0.9841778597807598	4.920889399553092	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920002	4.914841	4.920002	4.920002	-0.006163	4.921003	all_ms_finite	4.920002	4.920839	0	0
74	(72, 79, 80, 81)	True	True	ok	optimal	0.256	(-9.932892222432773, -99.99996750700717, 0.8140368931473385)	0.984177859790034	4.920889399588379	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920002	4.915738	4.920002	4.920002	-0.005265	4.921003	all_ms_finite	4.920080	4.920839	0	0
75	(17, 48, 72, 73)	True	True	ok	optimal	0.281	(-9.799935220057314, -99.99629622393957, 0.8232525730812901)	0.9841998797946083	4.920999406639113	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920124	4.263909	4.920124	4.920124	-0.663275	4.927184	all_ms_finite	4.920080	4.920839	0	0
76	(48, 72, 73, 83)	True	True	ok	optimal	0.264	(-9.799935212329533, -99.99629622372619, 0.8232525730277187)	0.9841998797958877	4.920999406660092	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920124	4.807539	4.920124	4.920124	-0.119644	4.927184	all_ms_finite	4.920080	4.920839	0	0
77	(48, 72, 73, 84)	True	True	ok	optimal	0.264	(-9.799935206511948, -99.99629622356554, 0.8232525729383496)	0.9841998797968499	4.920999406667411	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920124	4.820235	4.920124	4.920124	-0.106949	4.927184	all_ms_finite	4.920080	4.920839	0	0
78	(48, 72, 84, 85)	True	True	ok	optimal	0.271	(-9.799935246320484, -99.99629622465754, 0.823252981124495)	0.9841998797965834	4.920999406671655	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920186	4.896160	4.920186	4.920186	-0.031023	4.927184	all_ms_finite	4.920080	4.920839	0	0
79	(48, 72, 84, 86)	True	True	ok	optimal	0.255	(-9.799935382301818, -99.99629622843679, 0.8232544379896791)	0.9841998797966403	4.920999406659066	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920175	4.899328	4.920175	4.920175	-0.027856	4.927184	all_ms_finite	4.920080	4.920839	0	0
80	(0, 4, 11, 16)	True	True	ok	optimal	0.261	(-9.937293995331528, -99.99997889486528, 0.8140511140079171)	0.9841771449793244	4.920885825831724	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920198	-293.049026	4.920198	4.920198	-304.058163	11.009138	all_ms_finite	4.920042	4.920839	0	0
81	(0, 4, 16, 88)	True	True	ok	optimal	0.261	(-9.932979630352504, -99.9999760076152, 0.8140354261548767)	0.9841778448983307	4.920889325150572	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920042	4.532116	4.920042	4.920042	-6.475454	11.007571	all_ms_finite	4.920080	4.920839	0	0
82	(19, 33, 34, 35)	True	True	ok	optimal	0.258	(-9.723399256828332, -99.9897816018652, 0.8287996036356503)	0.9842130704979499	4.921065399226932	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920218	4.894575	4.920218	4.920218	-0.035158	4.929733	all_ms_finite	4.920080	4.920839	0	0
83	(19, 33, 35, 90)	True	True	ok	optimal	0.276	(-9.72339924853581, -99.98978160159022, 0.8287996037286238)	0.9842130704993353	4.921065399243276	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920197	4.889993	4.920197	4.920197	-0.034692	4.924684	all_ms_finite	4.920080	4.920839	0	0
84	(19, 35, 90, 91)	True	True	ok	optimal	0.256	(-9.723399244100447, -99.98978160145766, 0.8287996035207015)	0.9842130705000691	4.921065399237863	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920198	4.897617	4.920198	4.920198	-0.027068	4.924684	all_ms_finite	4.920080	4.920839	0	0
85	(19, 44, 49, 50)	True	True	ok	optimal	0.256	(-9.698958105418065, -99.97094876517025, 0.8312093934035407)	0.9842187502215765	4.92109379226622	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920228	4.913217	4.920228	4.920228	-0.009532	4.922749	all_ms_finite	4.920080	4.920839	0	0
86	(19, 49, 50, 93)	True	True	ok	optimal	0.262	(-9.69895806814626, -99.97094882842562, 0.8312093934121909)	0.9842187502223119	4.921093792270316	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920228	4.917322	4.920228	4.920228	-0.005427	4.922749	all_ms_finite	4.920080	4.920839	0	0
87	(19, 44, 49, 93)	True	True	ok	optimal	0.151	(-9.698938167489707, -99.97094773804442, 0.8312036261910992)	0.9842187534169005	4.921093808268495	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920228	4.914352	4.920228	4.920228	-0.008397	4.922749	all_ms_finite	4.920080	4.920839	0	0
88	(19, 49, 93, 95)	True	True	ok	optimal	0.153	(-9.6989381604742, -99.97094773775515, 0.831203626121703)	0.9842187534180751	4.921093808257	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920228	4.918195	4.920228	4.920228	-0.004555	4.922749	all_ms_finite	4.920080	4.920839	0	0
89	(19, 49, 93, 94)	True	True	ok	optimal	0.146	(-9.698937755977203, -99.97094851565122, 0.8312036254448818)	0.984218753418246	4.921093808272204	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920228	4.917108	4.920228	4.920228	-0.004555	4.921663	all_ms_finite	4.920080	4.920839	0	0
90	(19, 43, 44, 49)	True	True	ok	optimal	0.261	(-9.698938849007524, -99.97094641289618, 0.8312036273940177)	0.9842187534178516	4.92109380826554	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920228	4.912682	4.920228	4.920228	-0.010068	4.922749	all_ms_finite	4.920080	4.920839	0	0
91	(19, 44, 49, 98)	True	True	ok	optimal	0.257	(-9.698938846327817, -99.97094641256376, 0.8312036271465325)	0.9842187534183129	4.9210938082715305	False	0.984167711	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920228	4.914352	4.920228	4.920228	-0.008397	4.922749	all_ms_finite	4.920080	4.920839	0	0
0	(3, 4, 6, 7)	True	True	ok	optimal	1.272	(9.999914744536623, 99.99985028686078, 1.152658488451693)	0.971339511585799	1.9426791578974187	True	0.971339579	0			{"issues":{},"cached":0}	0	{}	0		0		1.966339	-11495844947.598816	1.966339	1.966339	-11495844951.971767	4.372951	all_ms_finite	1.979442	1.942679	1	0
0	(0, 1, 3, 4)	True	True	ok	optimal	0.187	(-2.497619026036471, 24.97619418185574, 24.976192191779358)	2.6919766642557557	26.919766818112386	False	2.211389235	0			{"issues":{},"cached":0}	0	{}	0		0		9.937735	-59173284256.343498	9.937735	9.937735	-59173284278.678284	22.334782	all_ms_finite	9.877115	22.113892	4	0
1	(1, 3, 4, 8)	True	True	ok	optimal	0.181	(-2.4976144041069688, 24.976148016163446, 24.976144824716236)	2.691976569413072	26.91976596564876	False	2.211389235	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.877115	-98588942827.222198	9.877115	9.877115	-98588942854.280640	27.058443	all_ms_finite	9.803164	22.113892	0	0
2	(1, 4, 8, 9)	True	False	warning	infeasible	1.494	None	nan	None	False	2.211389235	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.803164	-97464300577.920532	9.803164	9.803164	-97464300605.210495	27.289967	all_ms_finite	9.793370	22.113892	0	0
3	(4, 8, 9, 10)	True	False	warning	infeasible	0.596	None	nan	None	False	2.211389235	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793370	inf	9.793370	9.793370	inf	27.289967	some_ms_inf_use_c_only	9.793486	22.113892	0	0
4	(1, 4, 8, 10)	True	False	warning	infeasible	0.691	None	nan	None	False	2.211389235	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793486	-98033363170.690170	9.793486	9.793486	-98033363197.980133	27.289967	all_ms_finite	9.793639	22.113892	0	0
5	(1, 4, 10, 12)	True	False	warning	infeasible	1.099	None	nan	None	False	2.211389235	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793639	-56500220532.441391	9.793639	9.793639	-56500220559.731361	27.289967	all_ms_finite	9.793383	22.113892	0	0
6	(4, 10, 12, 13)	True	False	warning	infeasible	1.000	None	nan	None	False	2.211389235	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793383	-58943952292.743057	9.793383	9.793383	-58943952320.033028	27.289967	all_ms_finite	9.793496	17.755042	0	0
7	(4, 10, 12, 14)	True	True	ok	optimal	0.289	(-6.67345632077625, -99.9999906076547, 0.9277320630927754)	0.9795648887295301	9.795649269998671	True	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793496	-9763089743.310070	9.793496	9.793496	-9763089770.600037	27.289967	all_ms_finite	9.793342	9.795649	0	0
8	(4, 10, 12, 15)	True	True	ok	optimal	0.384	(-6.673456318923283, -99.99999060765046, 0.9277320630887792)	0.9795648887298711	9.795649269796305	True	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793342	-336.551381	9.793342	9.793342	-363.841348	27.289967	all_ms_finite	9.793327	9.795649	0	0
9	(4, 10, 15, 16)	True	True	ok	optimal	0.389	(-6.673442066978645, -99.99998953583541, 0.9277319949124953)	0.9795648914519929	9.795649297324056	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793327	-308.424273	9.793327	9.793327	-327.952004	19.527731	all_ms_finite	9.793277	9.795649	0	0
10	(4, 15, 16, 17)	True	True	ok	optimal	0.487	(-6.671829676420116, -99.99999065727695, 0.9277271645360844)	0.9795651877462858	9.795652260049364	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793277	1.233893	9.793277	9.793277	-17.671523	18.905416	all_ms_finite	9.793272	9.795649	0	0
11	(4, 16, 17, 18)	True	True	ok	optimal	0.290	(-6.671829669484307, -99.99999065741983, 0.9277271645047744)	0.9795651877475466	9.795652260057041	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793272	-0.983664	9.793272	9.793272	-10.876965	9.893301	all_ms_finite	9.793270	9.795649	0	0
12	(16, 17, 18, 19)	True	True	ok	optimal	0.297	(-6.6718337213196195, -99.99999806076711, 0.9277313558919745)	0.9795651864174381	9.795652246471949	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793270	4.567456	9.793270	9.793270	-5.306449	9.873905	all_ms_finite	9.793306	9.795649	0	0
13	(17, 18, 19, 20)	True	True	ok	optimal	0.189	(-6.671833727187452, -99.99999807839104, 0.9277313426121199)	0.9795651864142597	9.795652246735882	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793306	4.953521	9.793306	9.793306	-4.920384	9.873905	all_ms_finite	9.793264	9.795649	0	0
14	(18, 19, 20, 21)	True	True	ok	optimal	0.301	(-6.67183370712051, -99.99999806184033, 0.927731264558628)	0.9795651864171703	9.79565224657539	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793264	8.982756	9.793264	9.793264	-0.891149	9.873905	all_ms_finite	9.793259	9.795649	0	0
15	(18, 19, 21, 22)	True	True	ok	optimal	0.279	(-6.6718337112815576, -99.99999808077366, 0.927731237443404)	0.9795651864137596	9.795652246457182	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793259	9.039355	9.793259	9.793259	-0.834551	9.873905	all_ms_finite	9.793295	9.795649	0	0
16	(18, 19, 22, 23)	True	True	ok	optimal	0.169	(-6.6718336634046995, -99.99999806685148, 0.9277309849761047)	0.9795651864162327	9.7956522467016	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793295	9.696160	9.793295	9.793295	-0.177745	9.873905	all_ms_finite	9.793273	9.795649	0	0
17	(18, 19, 23, 24)	True	True	ok	optimal	0.289	(-6.671833653039213, -99.99999806645016, 0.9277309232705286)	0.9795651864163026	9.795652246780342	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793273	9.644591	9.793273	9.793273	-0.167544	9.812135	all_ms_finite	9.793309	9.795649	0	0
18	(4, 17, 18, 19)	True	True	ok	optimal	0.286	(-6.6718296063383455, -99.9999905259184, 0.9277271439071739)	0.9795651877711861	9.795652260233426	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793309	-0.478849	9.793309	9.793309	-10.352755	9.873905	all_ms_finite	9.793260	9.795649	0	0
19	(17, 18, 19, 26)	True	True	ok	optimal	0.191	(-6.6718297181764825, -99.99999059045784, 0.9277276401635102)	0.9795651877594843	9.795652260171275	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793260	4.839739	9.793260	9.793260	-5.034166	9.873905	all_ms_finite	9.793266	9.795649	0	0
20	(18, 19, 26, 27)	True	True	ok	optimal	0.281	(-6.671829660927772, -99.99999048750915, 0.9277275759812894)	0.9795651877779679	9.795652260350218	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793266	9.026699	9.793266	9.793266	-0.847206	9.873905	all_ms_finite	9.793259	9.795649	0	0
21	(18, 19, 27, 28)	True	True	ok	optimal	0.233	(-6.671832732140053, -99.99999574551484, 0.9277316856380606)	0.9795651868321278	9.795652250862753	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793259	9.073882	9.793259	9.793259	-0.800024	9.873905	all_ms_finite	9.793272	9.795649	0	0
22	(18, 19, 28, 29)	True	True	ok	optimal	0.331	(-6.671832747184489, -99.9999957952784, 0.9277316391347021)	0.9795651868231602	9.79565225062124	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793272	9.712632	9.793272	9.793272	-0.161273	9.873905	all_ms_finite	9.793278	9.795649	0	0
23	(17, 18, 19, 27)	True	True	ok	optimal	0.233	(-6.671833417626959, -99.99999729916345, 0.9277316039640744)	0.979565186554102	9.795652248158662	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793278	4.953521	9.793278	9.793278	-4.920384	9.873905	all_ms_finite	9.793260	9.795649	0	0
24	(18, 19, 27, 31)	True	True	ok	optimal	0.338	(-6.6718334205587695, -99.99999731327321, 0.9277315788563946)	0.9795651865514426	9.79565224813337	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793260	9.039355	9.793260	9.793260	-0.834551	9.873905	all_ms_finite	9.793262	9.795649	0	0
25	(18, 19, 27, 32)	True	True	ok	optimal	0.346	(-6.671833418400973, -99.99999733334312, 0.9277315043672912)	0.9795651865476455	9.79565224809218	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793262	9.073882	9.793262	9.793262	-0.800024	9.873905	all_ms_finite	9.793360	9.795649	0	0
26	(18, 19, 26, 28)	True	True	ok	optimal	0.350	(-6.671829546391823, -99.99999035685562, 0.9277272417227052)	0.979565187801448	9.79565226058179	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793360	9.704393	9.793360	9.793360	-0.169513	9.873905	all_ms_finite	9.793386	9.795649	0	0
27	(18, 19, 28, 34)	True	True	ok	optimal	0.331	(-6.671831035700737, -99.99999236481005, 0.927730714090124)	0.9795651874398597	9.795652256811803	False	0.979564927	0			{"issues":{},"cached":10}	0	{}	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	10	scen_1,scen_2,scen_3,scen_4,scen_5,scen_6,scen_7,scen_8,scen_9,scen_10	9.793386	9.651709	9.793386	9.793386	-0.148623	9.800332	all_ms_finite	9.793487	9.795649	0	0
